country,year,income,life_expectancy,population,four_regions,eight_regions,six_regions
Zambia,1993,2280,48.6,8670000,africa,africa_sub_saharan,sub_saharan_africa
Zimbabwe,1993,2350,57.6,10900000,africa,africa_sub_saharan,sub_saharan_africa
Afghanistan,1994,732,50.7,16200000,asia,asia_west,south_asia
Albania,1994,3620,74,3140000,europe,europe_east,europe_central_asia
Algeria,1994,9130,72.1,28400000,africa,africa_north,middle_east_north_africa
Andorra,1994,25900,80,62700,europe,europe_west,europe_central_asia
Angola,1994,2770,51.1,13800000,africa,africa_sub_saharan,sub_saharan_africa
Antigua and Barbuda,1994,17700,74.3,71700,americas,america_north,america
Argentina,1994,14500,73,34600000,americas,america_south,america
Armenia,1994,1990,68.9,3280000,europe,europe_east,europe_central_asia
Australia,1994,29600,78.1,17900000,asia,east_asia_pacific,east_asia_pacific
Austria,1994,32900,76.4,7950000,europe,europe_west,europe_central_asia
Azerbaijan,1994,3810,63.9,7680000,europe,europe_east,europe_central_asia
Bahamas,1994,21500,70.6,276000,americas,america_north,america
Bahrain,1994,42900,70.2,550000,asia,asia_west,middle_east_north_africa
Bangladesh,1994,1400,61.3,116000000,asia,asia_west,south_asia
Barbados,1994,12200,73.5,264000,americas,america_north,america
Belarus,1994,6070,68.6,10200000,europe,europe_east,europe_central_asia
Belgium,1994,32000,76.7,10200000,europe,europe_west,europe_central_asia
Belize,1994,6330,70.8,202000,americas,america_north,america
Benin,1994,1480,56.4,5710000,africa,africa_sub_saharan,sub_saharan_africa
Bhutan,1994,2700,62.1,517000,asia,asia_west,south_asia
Bolivia,1994,4000,63.7,7420000,americas,america_south,america
Bosnia and Herzegovina,1994,1470,70.2,3950000,europe,europe_east,europe_central_asia
Botswana,1994,8520,58.7,1530000,africa,africa_sub_saharan,sub_saharan_africa
Brazil,1994,10800,69.5,160000000,americas,america_south,america
Brunei,1994,84600,74.1,290000,asia,east_asia_pacific,east_asia_pacific
Bulgaria,1994,8180,70.9,8470000,europe,europe_east,europe_central_asia
Burkina Faso,1994,845,50.7,9820000,africa,africa_sub_saharan,sub_saharan_africa
Burundi,1994,959,47.5,5870000,africa,africa_sub_saharan,sub_saharan_africa
Cambodia,1994,1070,58,10300000,asia,east_asia_pacific,east_asia_pacific
Cameroon,1994,2230,57,13100000,africa,africa_sub_saharan,sub_saharan_africa
Canada,1994,31600,77.9,29000000,americas,america_north,america
Cape Verde,1994,2180,68.3,379000,africa,africa_sub_saharan,sub_saharan_africa
Central African Republic,1994,821,46.8,3270000,africa,africa_sub_saharan,sub_saharan_africa
Chad,1994,1060,53.4,6770000,africa,africa_sub_saharan,sub_saharan_africa
Chile,1994,11300,75.3,14100000,americas,america_south,america
China,1994,2340,68,1230000000,asia,east_asia_pacific,east_asia_pacific
Colombia,1994,8160,71.6,36800000,americas,america_south,america
Comoros,1994,1430,59.7,462000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Dem. Rep.",1994,750,53.2,40300000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Rep.",1994,4530,53.1,2720000,africa,africa_sub_saharan,sub_saharan_africa
Costa Rica,1994,8820,76.9,3430000,americas,america_north,america
Cote d'Ivoire,1994,2790,53.4,14100000,africa,africa_sub_saharan,sub_saharan_africa
Croatia,1994,11800,72.7,4660000,europe,europe_east,europe_central_asia
Cuba,1994,9000,75,10900000,americas,america_north,america
Cyprus,1994,24800,75.4,837000,europe,europe_west,europe_central_asia
Czech Republic,1994,18100,73,10400000,europe,europe_east,europe_central_asia
Denmark,1994,36300,75.5,5210000,europe,europe_west,europe_central_asia
Djibouti,1994,2610,60.8,622000,africa,africa_north,middle_east_north_africa
Dominica,1994,7080,71.6,71400,americas,america_north,america
Dominican Republic,1994,5970,71.8,7750000,americas,america_north,america
Ecuador,1994,7720,72.6,11200000,americas,america_south,america
Egypt,1994,6130,67,62500000,africa,africa_north,middle_east_north_africa
El Salvador,1994,5450,69.8,5540000,americas,america_north,america
Equatorial Guinea,1994,1510,47.9,487000,africa,africa_sub_saharan,sub_saharan_africa
Eritrea,1994,1540,55.8,3090000,africa,africa_sub_saharan,sub_saharan_africa
Estonia,1994,10700,67,1460000,europe,europe_east,europe_central_asia
Ethiopia,1994,560,49.6,55400000,africa,africa_sub_saharan,sub_saharan_africa
Fiji,1994,6210,64.8,766000,asia,east_asia_pacific,east_asia_pacific
Finland,1994,26600,76.3,5100000,europe,europe_east,europe_central_asia
France,1994,30400,77.9,58000000,europe,europe_west,europe_central_asia
Gabon,1994,19400,59.8,1060000,africa,africa_sub_saharan,sub_saharan_africa
Gambia,1994,1480,62.5,1040000,africa,africa_sub_saharan,sub_saharan_africa
Georgia,1994,2180,69.7,5110000,europe,europe_east,europe_central_asia
Germany,1994,33200,76.2,80900000,europe,europe_west,europe_central_asia
Ghana,1994,2040,59.3,16300000,africa,africa_sub_saharan,sub_saharan_africa
Greece,1994,20900,77.7,10700000,europe,europe_west,europe_central_asia
Grenada,1994,7030,71.4,99400,americas,america_north,america
Guatemala,1994,5460,66,10200000,americas,america_north,america
Guinea,1994,1040,53,7540000,africa,africa_sub_saharan,sub_saharan_africa
Guinea-Bissau,1994,1600,50.2,1110000,africa,africa_sub_saharan,sub_saharan_africa
Guyana,1994,3730,65,758000,americas,america_south,america
Haiti,1994,1630,54.6,7670000,americas,america_north,america
Honduras,1994,3240,68.3,5550000,americas,america_north,america
Hungary,1994,15000,69.8,10400000,europe,europe_east,europe_central_asia
Iceland,1994,28200,78.7,265000,europe,europe_west,europe_central_asia
India,1994,1930,60.4,942000000,asia,asia_west,south_asia
Indonesia,1994,5640,65.3,194000000,asia,east_asia_pacific,east_asia_pacific
Iran,1994,10800,70.8,59700000,asia,asia_west,middle_east_north_africa
Iraq,1994,6630,65.5,19600000,asia,asia_west,middle_east_north_africa
Ireland,1994,24800,75.7,3630000,europe,europe_west,europe_central_asia
Israel,1994,21900,76.6,5170000,asia,asia_west,middle_east_north_africa
Italy,1994,32200,77.8,57300000,europe,europe_west,europe_central_asia
Jamaica,1994,8330,74.3,2510000,americas,america_north,america
Japan,1994,31700,79.6,126000000,asia,east_asia_pacific,east_asia_pacific
Jordan,1994,6760,72.7,4400000,asia,asia_west,middle_east_north_africa
Kazakhstan,1994,8870,65.1,16200000,asia,asia_west,europe_central_asia
Kenya,1994,2180,58,26500000,africa,africa_sub_saharan,sub_saharan_africa
Kiribati,1994,1920,58.6,76700,asia,east_asia_pacific,east_asia_pacific
Kuwait,1994,74400,76.9,1660000,asia,asia_west,middle_east_north_africa
Kyrgyz Republic,1994,1810,64.2,4520000,asia,asia_west,europe_central_asia
Lao,1994,1830,54,4740000,asia,east_asia_pacific,east_asia_pacific
Latvia,1994,8240,65.9,2540000,europe,europe_east,europe_central_asia
Lebanon,1994,11900,73.1,2970000,asia,asia_west,middle_east_north_africa
Lesotho,1994,1600,58.6,1730000,africa,africa_sub_saharan,sub_saharan_africa
Liberia,1994,266,49,2010000,africa,africa_sub_saharan,sub_saharan_africa
Libya,1994,26300,74,4860000,africa,africa_north,middle_east_north_africa
Lithuania,1994,8880,68.7,3650000,europe,europe_east,europe_central_asia
Luxembourg,1994,65300,76.4,402000,europe,europe_west,europe_central_asia
"Macedonia, FYR",1994,7730,71.1,1980000,europe,europe_east,europe_central_asia
Madagascar,1994,1420,56.5,13100000,africa,africa_sub_saharan,sub_saharan_africa
Malawi,1994,711,46.6,9800000,africa,africa_sub_saharan,sub_saharan_africa
Malaysia,1994,13600,72.2,20000000,asia,east_asia_pacific,east_asia_pacific
Maldives,1994,4850,66.9,248000,asia,asia_west,south_asia
Mali,1994,1330,51,9350000,africa,africa_sub_saharan,sub_saharan_africa
Malta,1994,18700,76.8,377000,europe,europe_west,europe_central_asia
Marshall Islands,1994,3250,64.6,50600,asia,east_asia_pacific,east_asia_pacific
Mauritania,1994,2680,61.2,2260000,africa,africa_sub_saharan,sub_saharan_africa
Mauritius,1994,8560,70.2,1110000,africa,africa_sub_saharan,sub_saharan_africa
Mexico,1994,13700,72.7,92300000,americas,america_north,america
"Micronesia, Fed. Sts.",1994,3020,64,106000,asia,east_asia_pacific,east_asia_pacific
Moldova,1994,2630,65,4360000,europe,europe_east,europe_central_asia
Monaco,1994,43800,NA,30400,europe,europe_west,europe_central_asia
Mongolia,1994,4020,62.1,2280000,asia,east_asia_pacific,east_asia_pacific
Montenegro,1994,6940,74.2,620000,europe,europe_east,europe_central_asia
Morocco,1994,4200,68.7,26700000,africa,africa_north,middle_east_north_africa
Mozambique,1994,378,51.2,15200000,africa,africa_sub_saharan,sub_saharan_africa
Myanmar,1994,877,59.4,42700000,asia,east_asia_pacific,east_asia_pacific
Namibia,1994,5850,60.6,1610000,africa,africa_sub_saharan,sub_saharan_africa
Nauru,1994,12500,NA,9860,asia,east_asia_pacific,east_asia_pacific
Nepal,1994,1340,60,20900000,asia,asia_west,south_asia
Netherlands,1994,33900,77.4,15400000,europe,europe_west,europe_central_asia
New Zealand,1994,24900,76.8,3620000,asia,east_asia_pacific,east_asia_pacific
Nicaragua,1994,2840,73.6,4520000,americas,america_north,america
Niger,1994,792,48.8,9150000,africa,africa_sub_saharan,sub_saharan_africa
Nigeria,1994,2830,54.8,105000000,africa,africa_sub_saharan,sub_saharan_africa
North Korea,1994,1610,71.6,21600000,asia,east_asia_pacific,east_asia_pacific
Norway,1994,48300,77.7,4340000,europe,europe_west,europe_central_asia
Oman,1994,37400,72.5,2150000,asia,asia_west,middle_east_north_africa
Pakistan,1994,3280,62.2,120000000,asia,asia_west,south_asia
Palau,1994,13000,NA,16800,asia,east_asia_pacific,east_asia_pacific
Palestine,1994,1980,71.8,2500000,asia,asia_west,middle_east_north_africa
Panama,1994,9240,75.4,2680000,americas,america_north,america
Papua New Guinea,1994,2190,56.7,4770000,asia,east_asia_pacific,east_asia_pacific
Paraguay,1994,6360,74.4,4650000,americas,america_south,america
Peru,1994,5900,70.7,23600000,americas,america_south,america
Philippines,1994,3870,68.1,68200000,asia,east_asia_pacific,east_asia_pacific
Poland,1994,10600,71.7,38400000,europe,europe_west,europe_central_asia
Portugal,1994,21000,75.2,10100000,europe,europe_west,europe_central_asia
Qatar,1994,74300,74.8,507000,asia,asia_west,middle_east_north_africa
Romania,1994,9820,69.5,23100000,europe,europe_east,europe_central_asia
Russia,1994,13400,64.1,148000000,europe,europe_east,europe_central_asia
Rwanda,1994,492,12.6,6010000,africa,africa_sub_saharan,sub_saharan_africa
Samoa,1994,3480,69.6,169000,asia,east_asia_pacific,east_asia_pacific
San Marino,1994,38700,NA,25500,europe,europe_west,europe_central_asia
Sao Tome and Principe,1994,2030,63.7,124000,africa,africa_sub_saharan,sub_saharan_africa
Saudi Arabia,1994,44900,72.8,18300000,asia,asia_west,middle_east_north_africa
Senegal,1994,1720,58.1,8510000,africa,africa_sub_saharan,sub_saharan_africa
Serbia,1994,7000,72.1,9860000,europe,europe_east,europe_central_asia
Seychelles,1994,15400,69.9,75500,africa,africa_sub_saharan,sub_saharan_africa
Sierra Leone,1994,1040,50.5,4280000,africa,africa_sub_saharan,sub_saharan_africa
Singapore,1994,43300,77.2,3390000,asia,east_asia_pacific,east_asia_pacific
Slovak Republic,1994,12500,72.3,5360000,europe,europe_east,europe_central_asia
Slovenia,1994,17800,74,2000000,europe,europe_east,europe_central_asia
Solomon Islands,1994,2170,60.8,349000,asia,east_asia_pacific,east_asia_pacific
Somalia,1994,644,51,7580000,africa,africa_sub_saharan,sub_saharan_africa
South Africa,1994,9090,64.6,41200000,africa,africa_sub_saharan,sub_saharan_africa
South Korea,1994,15300,73.7,44800000,asia,east_asia_pacific,east_asia_pacific
South Sudan,1994,2090,53.5,5430000,africa,africa_sub_saharan,sub_saharan_africa
Spain,1994,24500,77.9,39800000,europe,europe_west,europe_central_asia
Sri Lanka,1994,4310,73,18100000,asia,asia_west,south_asia
St. Kitts and Nevis,1994,15900,NA,42400,americas,america_north,america
St. Lucia,1994,9560,72.8,145000,americas,america_north,america
St. Vincent and the Grenadines,1994,6140,70.5,108000,americas,america_north,america
Sudan,1994,1900,60.1,23300000,africa,africa_sub_saharan,sub_saharan_africa
Suriname,1994,9660,70,437000,americas,america_south,america
Swaziland,1994,5460,61.3,942000,africa,africa_sub_saharan,sub_saharan_africa
Sweden,1994,30000,78.5,8800000,europe,europe_west,europe_central_asia
Switzerland,1994,45900,78.4,6960000,europe,europe_west,europe_central_asia
Syria,1994,4690,71.9,13900000,asia,asia_west,middle_east_north_africa
Tajikistan,1994,1470,63.9,5680000,asia,asia_west,europe_central_asia
Tanzania,1994,1360,53.2,29100000,africa,africa_sub_saharan,sub_saharan_africa
Thailand,1994,8760,70.8,58900000,asia,east_asia_pacific,east_asia_pacific
Timor-Leste,1994,1440,60.6,857000,asia,east_asia_pacific,east_asia_pacific
Togo,1994,1140,57.2,4160000,africa,africa_sub_saharan,sub_saharan_africa
Tonga,1994,4120,68.3,95800,asia,east_asia_pacific,east_asia_pacific
Trinidad and Tobago,1994,12300,69.2,1250000,americas,america_north,america
Tunisia,1994,6100,72.6,8960000,africa,africa_north,middle_east_north_africa
Turkey,1994,11600,70.7,57600000,europe,europe_east,europe_central_asia
Turkmenistan,1994,5070,63.2,4120000,asia,asia_west,europe_central_asia
Tuvalu,1994,2840,NA,9190,asia,east_asia_pacific,east_asia_pacific
Uganda,1994,862,47,19900000,africa,africa_sub_saharan,sub_saharan_africa
Ukraine,1994,5720,67.6,51100000,europe,europe_east,europe_central_asia
United Arab Emirates,1994,100000,73.4,2330000,asia,asia_west,middle_east_north_africa
United Kingdom,1994,28000,76.5,57800000,europe,europe_west,europe_central_asia
United States,1994,38900,75.8,263000000,americas,america_north,america
Uruguay,1994,11800,73.5,3200000,americas,america_south,america
Uzbekistan,1994,2300,66.5,22400000,asia,asia_west,europe_central_asia
Vanuatu,1994,2650,62.2,164000,asia,east_asia_pacific,east_asia_pacific
Venezuela,1994,15100,72.7,21700000,americas,america_south,america
Vietnam,1994,1900,69.2,73900000,asia,east_asia_pacific,east_asia_pacific
Yemen,1994,3490,59.9,14700000,asia,asia_west,middle_east_north_africa
Zambia,1994,2030,47.5,8900000,africa,africa_sub_saharan,sub_saharan_africa
Zimbabwe,1994,2520,55.8,11100000,africa,africa_sub_saharan,sub_saharan_africa
Afghanistan,1995,881,51.1,17100000,asia,asia_west,south_asia
Albania,1995,4130,74.1,3110000,europe,europe_east,europe_central_asia
Algeria,1995,9300,72.3,28900000,africa,africa_north,middle_east_north_africa
Andorra,1995,26100,80.3,63900,europe,europe_west,europe_central_asia
Angola,1995,2970,52,14300000,africa,africa_sub_saharan,sub_saharan_africa
Antigua and Barbuda,1995,16500,74.4,73600,americas,america_north,america
Argentina,1995,13900,73.1,35000000,americas,america_south,america
Armenia,1995,2170,69.3,3220000,europe,europe_east,europe_central_asia
Australia,1995,30400,78.3,18100000,asia,east_asia_pacific,east_asia_pacific
Austria,1995,33700,76.7,7990000,europe,europe_west,europe_central_asia
Azerbaijan,1995,3320,64.9,7780000,europe,europe_east,europe_central_asia
Bahamas,1995,22100,70.6,280000,americas,america_north,america
Bahrain,1995,43500,70.3,564000,asia,asia_west,middle_east_north_africa
Bangladesh,1995,1440,61.7,119000000,asia,asia_west,south_asia
Barbados,1995,12400,73.7,265000,americas,america_north,america
Belarus,1995,5450,68.3,10100000,europe,europe_east,europe_central_asia
Belgium,1995,32700,76.9,10200000,europe,europe_west,europe_central_asia
Belize,1995,6210,70.7,207000,americas,america_north,america
Benin,1995,1520,56.5,5910000,africa,africa_sub_saharan,sub_saharan_africa
Bhutan,1995,2900,62.9,515000,asia,asia_west,south_asia
Bolivia,1995,4110,64.3,7570000,americas,america_south,america
Bosnia and Herzegovina,1995,1830,68.9,3840000,europe,europe_east,europe_central_asia
Botswana,1995,8900,56.4,1570000,africa,africa_sub_saharan,sub_saharan_africa
Brazil,1995,11100,69.7,162000000,americas,america_south,america
Brunei,1995,86100,74.4,297000,asia,east_asia_pacific,east_asia_pacific
Bulgaria,1995,8450,71,8380000,europe,europe_east,europe_central_asia
Burkina Faso,1995,869,50.7,10100000,africa,africa_sub_saharan,sub_saharan_africa
Burundi,1995,870,47,5960000,africa,africa_sub_saharan,sub_saharan_africa
Cambodia,1995,1100,58.2,10700000,asia,east_asia_pacific,east_asia_pacific
Cameroon,1995,2260,56.5,13500000,africa,africa_sub_saharan,sub_saharan_africa
Canada,1995,32200,78,29300000,americas,america_north,america
Cape Verde,1995,2420,67.2,389000,africa,africa_sub_saharan,sub_saharan_africa
Central African Republic,1995,858,46.2,3350000,africa,africa_sub_saharan,sub_saharan_africa
Chad,1995,1040,53.5,7000000,africa,africa_sub_saharan,sub_saharan_africa
Chile,1995,12200,75.4,14300000,americas,america_south,america
China,1995,2560,68.4,1240000000,asia,east_asia_pacific,east_asia_pacific
Colombia,1995,8440,72,37400000,americas,america_south,america
Comoros,1995,1440,60,475000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Dem. Rep.",1995,731,53.1,41600000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Rep.",1995,4580,52.7,2800000,africa,africa_sub_saharan,sub_saharan_africa
Costa Rica,1995,8960,77,3510000,americas,america_north,america
Cote d'Ivoire,1995,2900,52.9,14500000,africa,africa_sub_saharan,sub_saharan_africa
Croatia,1995,12600,72.3,4620000,europe,europe_east,europe_central_asia
Cuba,1995,9270,75.2,10900000,americas,america_north,america
Cyprus,1995,26500,75.7,855000,europe,europe_west,europe_central_asia
Czech Republic,1995,19200,73.3,10400000,europe,europe_east,europe_central_asia
Denmark,1995,37200,75.6,5230000,europe,europe_west,europe_central_asia
Djibouti,1995,2480,61.4,630000,africa,africa_north,middle_east_north_africa
Dominica,1995,7220,71.7,71400,americas,america_north,america
Dominican Republic,1995,6190,72.1,7890000,americas,america_north,america
Ecuador,1995,7730,72.8,11400000,americas,america_south,america
Egypt,1995,6290,67.7,63700000,africa,africa_north,middle_east_north_africa
El Salvador,1995,5730,70.3,5610000,americas,america_north,america
Equatorial Guinea,1995,1720,47.9,505000,africa,africa_sub_saharan,sub_saharan_africa
Eritrea,1995,1590,56.6,3090000,africa,africa_sub_saharan,sub_saharan_africa
Estonia,1995,11400,67.9,1430000,europe,europe_east,europe_central_asia
Ethiopia,1995,575,49.9,57300000,africa,africa_sub_saharan,sub_saharan_africa
Fiji,1995,6290,64.6,775000,asia,east_asia_pacific,east_asia_pacific
Finland,1995,27600,76.6,5120000,europe,europe_east,europe_central_asia
France,1995,30900,78.1,58200000,europe,europe_west,europe_central_asia
Gabon,1995,19900,59.7,1090000,africa,africa_sub_saharan,sub_saharan_africa
Gambia,1995,1450,62.7,1070000,africa,africa_sub_saharan,sub_saharan_africa
Georgia,1995,2300,70.4,5020000,europe,europe_east,europe_central_asia
Germany,1995,33700,76.5,81200000,europe,europe_west,europe_central_asia
Ghana,1995,2070,59.5,16800000,africa,africa_sub_saharan,sub_saharan_africa
Greece,1995,21200,77.8,10800000,europe,europe_west,europe_central_asia
Grenada,1995,7120,71.4,100000,americas,america_north,america
Guatemala,1995,5600,66.6,10400000,americas,america_north,america
Guinea,1995,1040,53.4,7870000,africa,africa_sub_saharan,sub_saharan_africa
Guinea-Bissau,1995,1630,50.9,1140000,africa,africa_sub_saharan,sub_saharan_africa
Guyana,1995,3900,65.2,761000,americas,america_south,america
Haiti,1995,1680,55.1,7820000,americas,america_north,america
Honduras,1995,3280,68.5,5710000,americas,america_north,america
Hungary,1995,15200,70.2,10300000,europe,europe_east,europe_central_asia
Iceland,1995,28100,78.5,268000,europe,europe_west,europe_central_asia
India,1995,2040,60.8,960000000,asia,asia_west,south_asia
Indonesia,1995,6010,65.8,197000000,asia,east_asia_pacific,east_asia_pacific
Iran,1995,10900,70.9,60600000,asia,asia_west,middle_east_north_africa
Iraq,1995,6560,65.3,20200000,asia,asia_west,middle_east_north_africa
Ireland,1995,27000,75.8,3650000,europe,europe_west,europe_central_asia
Israel,1995,22700,77,5330000,asia,asia_west,middle_east_north_africa
Italy,1995,33200,78.1,57300000,europe,europe_west,europe_central_asia
Jamaica,1995,8450,74.2,2540000,americas,america_north,america
Japan,1995,32400,79.7,126000000,asia,east_asia_pacific,east_asia_pacific
Jordan,1995,6900,72.7,4570000,asia,asia_west,middle_east_north_africa
Kazakhstan,1995,8280,64.4,16000000,asia,asia_west,europe_central_asia
Kenya,1995,2200,57.3,27300000,africa,africa_sub_saharan,sub_saharan_africa
Kiribati,1995,1890,58.6,77700,asia,east_asia_pacific,east_asia_pacific
Kuwait,1995,81000,76.2,1610000,asia,asia_west,middle_east_north_africa
Kyrgyz Republic,1995,1700,64.1,4570000,asia,asia_west,europe_central_asia
Lao,1995,1910,54.5,4850000,asia,east_asia_pacific,east_asia_pacific
Latvia,1995,8270,66.6,2510000,europe,europe_east,europe_central_asia
Lebanon,1995,12500,73.5,3030000,asia,asia_west,middle_east_north_africa
Lesotho,1995,1630,57.7,1760000,africa,africa_sub_saharan,sub_saharan_africa
Liberia,1995,247,50.3,2070000,africa,africa_sub_saharan,sub_saharan_africa
Libya,1995,22600,74.1,4950000,africa,africa_north,middle_east_north_africa
Lithuania,1995,9360,69,3630000,europe,europe_east,europe_central_asia
Luxembourg,1995,65400,76.8,408000,europe,europe_west,europe_central_asia
"Macedonia, FYR",1995,7640,71.2,1980000,europe,europe_east,europe_central_asia
Madagascar,1995,1400,56.9,13500000,africa,africa_sub_saharan,sub_saharan_africa
Malawi,1995,821,46,9910000,africa,africa_sub_saharan,sub_saharan_africa
Malaysia,1995,14600,72.4,20500000,asia,east_asia_pacific,east_asia_pacific
Maldives,1995,5070,67.8,254000,asia,asia_west,south_asia
Mali,1995,1310,51.3,9600000,africa,africa_sub_saharan,sub_saharan_africa
Malta,1995,19800,77.1,380000,europe,europe_west,europe_central_asia
Marshall Islands,1995,3480,64.5,51000,asia,east_asia_pacific,east_asia_pacific
Mauritania,1995,2860,61.6,2330000,africa,africa_sub_saharan,sub_saharan_africa
Mauritius,1995,8850,70.4,1130000,africa,africa_sub_saharan,sub_saharan_africa
Mexico,1995,12700,72.9,94000000,americas,america_north,america
"Micronesia, Fed. Sts.",1995,3190,64.3,108000,asia,east_asia_pacific,east_asia_pacific
Moldova,1995,2610,64.6,4340000,europe,europe_east,europe_central_asia
Monaco,1995,44500,NA,30700,europe,europe_west,europe_central_asia
Mongolia,1995,4240,61.7,2300000,asia,east_asia_pacific,east_asia_pacific
Montenegro,1995,7810,74,620000,europe,europe_east,europe_central_asia
Morocco,1995,3920,69,27100000,africa,africa_north,middle_east_north_africa
Mozambique,1995,373,51.2,15800000,africa,africa_sub_saharan,sub_saharan_africa
Myanmar,1995,927,59.6,43200000,asia,east_asia_pacific,east_asia_pacific
Namibia,1995,5900,59.9,1660000,africa,africa_sub_saharan,sub_saharan_africa
Nauru,1995,11400,NA,9970,asia,east_asia_pacific,east_asia_pacific
Nepal,1995,1350,60.6,21400000,asia,asia_west,south_asia
Netherlands,1995,34800,77.5,15500000,europe,europe_west,europe_central_asia
New Zealand,1995,25700,77,3670000,asia,east_asia_pacific,east_asia_pacific
Nicaragua,1995,2950,73.7,4610000,americas,america_north,america
Niger,1995,784,49,9480000,africa,africa_sub_saharan,sub_saharan_africa
Nigeria,1995,2750,54.7,108000000,africa,africa_sub_saharan,sub_saharan_africa
North Korea,1995,1440,64.1,21900000,asia,east_asia_pacific,east_asia_pacific
Norway,1995,50100,77.9,4370000,europe,europe_west,europe_central_asia
Oman,1995,38300,72.9,2200000,asia,asia_west,middle_east_north_africa
Pakistan,1995,3360,62,123000000,asia,asia_west,south_asia
Palau,1995,14100,NA,17300,asia,east_asia_pacific,east_asia_pacific
Palestine,1995,2030,72,2620000,asia,asia_west,middle_east_north_africa
Panama,1995,9210,75.5,2740000,americas,america_north,america
Papua New Guinea,1995,2060,57,4890000,asia,east_asia_pacific,east_asia_pacific
Paraguay,1995,6640,74.5,4760000,americas,america_south,america
Peru,1995,6230,71.2,24000000,americas,america_south,america
Philippines,1995,3960,68.2,69800000,asia,east_asia_pacific,east_asia_pacific
Poland,1995,11300,71.9,38500000,europe,europe_west,europe_central_asia
Portugal,1995,21900,75.3,10100000,europe,europe_west,europe_central_asia
Qatar,1995,75100,74.8,513000,asia,asia_west,middle_east_north_africa
Romania,1995,10500,69.4,23000000,europe,europe_east,europe_central_asia
Russia,1995,12800,64.7,148000000,europe,europe_east,europe_central_asia
Rwanda,1995,674,44.6,5930000,africa,africa_sub_saharan,sub_saharan_africa
Samoa,1995,3690,69.7,170000,asia,east_asia_pacific,east_asia_pacific
San Marino,1995,41800,NA,25900,europe,europe_west,europe_central_asia
Sao Tome and Principe,1995,2040,63.8,126000,africa,africa_sub_saharan,sub_saharan_africa
Saudi Arabia,1995,44000,72.9,18700000,asia,asia_west,middle_east_north_africa
Senegal,1995,1760,58.4,8750000,africa,africa_sub_saharan,sub_saharan_africa
Serbia,1995,7390,70.7,9880000,europe,europe_east,europe_central_asia
Seychelles,1995,15100,70.4,76700,africa,africa_sub_saharan,sub_saharan_africa
Sierra Leone,1995,956,49.9,4270000,africa,africa_sub_saharan,sub_saharan_africa
Singapore,1995,44900,77.4,3480000,asia,east_asia_pacific,east_asia_pacific
Slovak Republic,1995,13200,72.4,5380000,europe,europe_east,europe_central_asia
Slovenia,1995,18400,74.5,1990000,europe,europe_east,europe_central_asia
Solomon Islands,1995,2280,61,359000,asia,east_asia_pacific,east_asia_pacific
Somalia,1995,637,51.4,7700000,africa,africa_sub_saharan,sub_saharan_africa
South Africa,1995,9180,64.3,42100000,africa,africa_sub_saharan,sub_saharan_africa
South Korea,1995,16600,74.2,45300000,asia,east_asia_pacific,east_asia_pacific
South Sudan,1995,2100,53.4,5460000,africa,africa_sub_saharan,sub_saharan_africa
Spain,1995,25100,78.2,39900000,europe,europe_west,europe_central_asia
Sri Lanka,1995,4510,72.2,18200000,asia,asia_west,south_asia
St. Kitts and Nevis,1995,16600,NA,42900,americas,america_north,america
St. Lucia,1995,9600,73.2,147000,americas,america_north,america
St. Vincent and the Grenadines,1995,6620,70.4,108000,americas,america_north,america
Sudan,1995,1960,60.4,24100000,africa,africa_sub_saharan,sub_saharan_africa
Suriname,1995,9620,70.3,444000,americas,america_south,america
Swaziland,1995,5610,59.4,961000,africa,africa_sub_saharan,sub_saharan_africa
Sweden,1995,31100,78.8,8840000,europe,europe_west,europe_central_asia
Switzerland,1995,45900,78.5,7020000,europe,europe_west,europe_central_asia
Syria,1995,4890,72.1,14300000,asia,asia_west,middle_east_north_africa
Tajikistan,1995,1270,63.9,5760000,asia,asia_west,europe_central_asia
Tanzania,1995,1370,52.9,30000000,africa,africa_sub_saharan,sub_saharan_africa
Thailand,1995,9380,70.9,59500000,asia,east_asia_pacific,east_asia_pacific
Timor-Leste,1995,1560,60.9,871000,asia,east_asia_pacific,east_asia_pacific
Togo,1995,1200,57.2,4270000,africa,africa_sub_saharan,sub_saharan_africa
Tonga,1995,4260,68.4,96100,asia,east_asia_pacific,east_asia_pacific
Trinidad and Tobago,1995,12900,69.3,1260000,americas,america_north,america
Tunisia,1995,6130,73,9110000,africa,africa_north,middle_east_north_africa
Turkey,1995,12300,70.9,58500000,europe,europe_east,europe_central_asia
Turkmenistan,1995,4600,63.1,4210000,asia,asia_west,europe_central_asia
Tuvalu,1995,2690,NA,9230,asia,east_asia_pacific,east_asia_pacific
Uganda,1995,931,47,20600000,africa,africa_sub_saharan,sub_saharan_africa
Ukraine,1995,5060,66.6,50900000,europe,europe_east,europe_central_asia
United Arab Emirates,1995,102000,73.5,2450000,asia,asia_west,middle_east_north_africa
United Kingdom,1995,28600,76.6,58000000,europe,europe_west,europe_central_asia
United States,1995,39500,75.9,266000000,americas,america_north,america
